id,product_id,spec_name,spec_value
b9071a6c-64e2-4328-9c17-4037211c80a0,3accf654-5157-4c4b-b659-c669ab026e4f,Operating System,Windows 11 Home
fa1b42bc-ee8d-428a-97de-101e3aaa2f06,3accf654-5157-4c4b-b659-c669ab026e4f,Display,"14"" FHD IPS"
1e01e060-57f3-49a8-9554-463e81664970,200c1584-f117-45e4-818c-95e0eb35b893,Processor,Intel Core i5-12500H
dbecfb76-7788-40c4-a102-dc8baba8264f,200c1584-f117-45e4-818c-95e0eb35b893,Graphics Card,NVIDIA GeForce GTX 1650
71952e91-b936-41e3-88c8-2c2d3361c0e8,200c1584-f117-45e4-818c-95e0eb35b893,RAM,16GB
b154167c-3486-466e-9fcb-2b4b74b35f9a,200c1584-f117-45e4-818c-95e0eb35b893,Storage,1TB SSD
ac88b023-c3b9-4b5f-8a12-24df32c8413e,200c1584-f117-45e4-818c-95e0eb35b893,Operating System,Windows 11 Home
4cc3dd33-5ba9-406e-b0a4-f85896952f2c,200c1584-f117-45e4-818c-95e0eb35b893,Display,"15.6"" FHD 144Hz"
332272b5-fbed-4d9a-962f-963002a59323,2935e8f5-e292-4017-b44b-b997f6c8d5ca,Processor,AMD Ryzen 5 6600H
9a854a77-8540-441b-9611-4c26a7f5571f,2935e8f5-e292-4017-b44b-b997f6c8d5ca,Graphics Card,NVIDIA GeForce RTX 3050 Ti
23bbde75-59e4-40f1-8926-211efc1e1de3,2935e8f5-e292-4017-b44b-b997f6c8d5ca,RAM,16GB
60fd62ce-31d1-4d9a-9dd4-f1aa47df12ce,2935e8f5-e292-4017-b44b-b997f6c8d5ca,Storage,1TB SSD
934c1966-c3a2-45ec-be1c-801fd7b2197b,2935e8f5-e292-4017-b44b-b997f6c8d5ca,Operating System,Windows 11 Home
82737e33-6ffd-4939-82b2-40618d131c83,2935e8f5-e292-4017-b44b-b997f6c8d5ca,Display,"14"" FHD IPS"
c6081f3b-b425-4c21-a636-33c03094eba9,305a1ff3-cf44-4943-9742-5cad49bcac19,Processor,Intel Core i3-1115G4
8f6b3bc9-00b4-49c5-baae-30edf05ea2ed,305a1ff3-cf44-4943-9742-5cad49bcac19,Graphics Card,Intel Iris Xe Graphics
cc078a9c-0c51-4a6a-aedf-40e04c53c0c6,305a1ff3-cf44-4943-9742-5cad49bcac19,RAM,8GB
d5093c29-5929-464a-8715-6d1b60f0bc05,305a1ff3-cf44-4943-9742-5cad49bcac19,Storage,512GB SSD
0ca38b06-15ce-4a40-9fb9-0ebde864000f,305a1ff3-cf44-4943-9742-5cad49bcac19,Operating System,Windows 11 Home
c2833555-a909-4fde-b381-add3bdd0f07a,305a1ff3-cf44-4943-9742-5cad49bcac19,Display,"15.6"" FHD 144Hz"
4450496b-0fd8-4aa9-b07c-7fce4b032a26,5081b9f8-ceb1-4064-b6c7-c7bf5ba9799b,Processor,Intel Core i5-12450H
89352b40-a2cf-4617-ae29-98f3f5855039,5081b9f8-ceb1-4064-b6c7-c7bf5ba9799b,Graphics Card,NVIDIA GeForce GTX 1650
c80bef9a-d9f8-41b2-b1f2-4e2e84f2119c,5081b9f8-ceb1-4064-b6c7-c7bf5ba9799b,RAM,16GB
92371403-b9ba-4a77-9218-6794c16cb28d,5081b9f8-ceb1-4064-b6c7-c7bf5ba9799b,Storage,1TB SSD
f6ac5bf3-cc97-45e6-8262-25861e23af26,5081b9f8-ceb1-4064-b6c7-c7bf5ba9799b,Operating System,Windows 11 Home
8f5ba495-2388-493a-92be-a17a7305f378,5081b9f8-ceb1-4064-b6c7-c7bf5ba9799b,Display,"15.6"" FHD 144Hz"
73046383-1dd6-424a-b17a-64068a74dac5,3a117a55-bbe9-49c3-bc77-01316e6838ad,Processor,Intel Core i5-12450H
9b7a336e-6ee3-4930-894b-562ba26a65cb,3a117a55-bbe9-49c3-bc77-01316e6838ad,Graphics Card,NVIDIA GeForce RTX 3050 Ti
6d9fb579-19ef-4f72-8d58-13ac1c5a5bb9,3a117a55-bbe9-49c3-bc77-01316e6838ad,RAM,16GB
18bde8d0-dccf-48df-b8f2-5573ef3813a8,3a117a55-bbe9-49c3-bc77-01316e6838ad,Storage,1TB SSD
f2b17e24-c28f-4908-9a3c-6398b5ae0033,3a117a55-bbe9-49c3-bc77-01316e6838ad,Operating System,Windows 11 Home
90c3939a-a127-4b61-84e7-6077a93995a5,ddd66eb7-4918-451f-bc39-1c5f0024bf0c,Processor,AMD Ryzen 3 5300U
3b2e7e00-10c0-4396-85d8-69de1a0a3133,ddd66eb7-4918-451f-bc39-1c5f0024bf0c,Graphics Card,AMD Radeon Graphics
61b6f2ae-3b85-43c9-994c-57afee022548,ddd66eb7-4918-451f-bc39-1c5f0024bf0c,RAM,8GB
ae19f327-837f-4b9c-8282-f6d56c9badab,ddd66eb7-4918-451f-bc39-1c5f0024bf0c,Storage,512GB SSD
681619e7-ca82-48c7-8618-363cd39e08f0,ddd66eb7-4918-451f-bc39-1c5f0024bf0c,Operating System,Windows 11 Home
46b96c6a-6faf-44bd-a479-7df7141c255f,ddd66eb7-4918-451f-bc39-1c5f0024bf0c,Display,"15.6"" FHD 144Hz"
8865feb4-dcb4-4599-9bf6-bede31106868,9dc2e27b-d966-4fd2-b666-9160ad4bb2ea,Processor,Intel Core i5-12500H
e7fb2541-0982-483e-ad19-a73f76d42dee,9dc2e27b-d966-4fd2-b666-9160ad4bb2ea,Graphics Card,NVIDIA GeForce GTX 1650
1d4b47b3-434e-4443-990d-5abfe2caf25e,9dc2e27b-d966-4fd2-b666-9160ad4bb2ea,RAM,16GB
6773e9cb-45f5-4667-b989-ff06fe33cbc4,9dc2e27b-d966-4fd2-b666-9160ad4bb2ea,Storage,1TB SSD
91556606-ca0c-488c-8894-a5a45025ae04,9dc2e27b-d966-4fd2-b666-9160ad4bb2ea,Operating System,Windows 11 Home
22a5a538-1f7d-4687-ade7-09f26ab60b06,9dc2e27b-d966-4fd2-b666-9160ad4bb2ea,Display,"14"" FHD IPS"
8446bc8f-429c-4017-8fcb-67da7049af0d,b5703bed-a4b6-42e6-818b-83adef2bc39b,Processor,Intel Core i5-12450H
0c643e9b-5ad2-4187-bdb1-94b58a22d27e,b5703bed-a4b6-42e6-818b-83adef2bc39b,Graphics Card,NVIDIA GeForce RTX 3050
5b6f3c98-bebd-48d3-9c85-5f2c82c48cb3,b5703bed-a4b6-42e6-818b-83adef2bc39b,RAM,16GB
7264eb85-461d-432b-8228-ac0753256b2d,b5703bed-a4b6-42e6-818b-83adef2bc39b,Storage,1TB SSD
72f1343d-5804-46c5-81be-0f6a960ef099,b5703bed-a4b6-42e6-818b-83adef2bc39b,Operating System,Windows 11 Home
3c2665ac-e5f0-4f3f-bf0d-756a6ea92902,b5703bed-a4b6-42e6-818b-83adef2bc39b,Display,"14"" FHD IPS"
a3cfbdae-fa3d-45de-be16-9dd1f6cc816b,caacfec0-625d-4993-81f9-01a66510ea1d,Processor,Intel Core i5-12500H
3afaa5cf-d1a1-4715-a2f9-e6031f9de805,caacfec0-625d-4993-81f9-01a66510ea1d,Graphics Card,NVIDIA GeForce RTX 3050 Ti
922f6f9d-38b6-4243-861e-4ec4f0daf7ac,caacfec0-625d-4993-81f9-01a66510ea1d,RAM,16GB
5165a147-0ad0-4560-939f-4e2fda716b2a,caacfec0-625d-4993-81f9-01a66510ea1d,Storage,1TB SSD
64c05429-36e7-4475-9506-f26ff1c35674,caacfec0-625d-4993-81f9-01a66510ea1d,Operating System,Windows 11 Home
faf986db-787d-4f70-a3fb-2152e1b7eb0f,caacfec0-625d-4993-81f9-01a66510ea1d,Display,"15.6"" FHD 144Hz"
1c124144-a755-4dbc-b6a6-1f9940daf72a,ecbe74cf-1b6f-4c34-88f7-9ca759cc9d77,Processor,AMD Ryzen 5 5600H
f8ccddf2-6a4d-46e6-b697-da613f0fe9c9,ecbe74cf-1b6f-4c34-88f7-9ca759cc9d77,Graphics Card,NVIDIA GeForce RTX 3050 Ti
903e4bb4-437a-4aea-adab-a857c4e701ae,ecbe74cf-1b6f-4c34-88f7-9ca759cc9d77,RAM,16GB
ab1655d6-0d2d-4fe0-aecd-7d1db6deced4,ecbe74cf-1b6f-4c34-88f7-9ca759cc9d77,Storage,1TB SSD
bbd2c8fb-3221-4453-b887-fc540d618feb,ecbe74cf-1b6f-4c34-88f7-9ca759cc9d77,Operating System,Windows 11 Home
1e70cfd4-0188-4d88-9f47-fe8e7260b2cb,ecbe74cf-1b6f-4c34-88f7-9ca759cc9d77,Display,"15.6"" FHD IPS"
34b76974-3336-4492-ad91-a924c20d3a29,fce701fd-bdf2-43f7-bdaf-1fee6334f22b,Processor,AMD Ryzen 7 5800H
151dd8ae-6528-4487-9423-3696148e2cd6,fce701fd-bdf2-43f7-bdaf-1fee6334f22b,Graphics Card,NVIDIA GeForce GTX 1650
69ff89e9-ac5c-4c01-8f12-8bb62d06ab3e,fce701fd-bdf2-43f7-bdaf-1fee6334f22b,RAM,16GB
712dc880-da25-42a6-bed6-ec560b53f0f0,fce701fd-bdf2-43f7-bdaf-1fee6334f22b,Storage,1TB SSD
bc6f569f-86ce-456e-908c-c71b209b6f90,fce701fd-bdf2-43f7-bdaf-1fee6334f22b,Operating System,Windows 11 Home
e590bed1-ebb2-43f8-b04b-ea7a1781db72,d26201b8-5601-4c6c-aef1-cc5c48943ec3,Processor,Intel Core i5-12500H
173c3a25-607b-4add-83ef-435313fb8b84,d26201b8-5601-4c6c-aef1-cc5c48943ec3,Graphics Card,NVIDIA GeForce RTX 3050
57f60aa5-d545-428c-979e-f1a04176f483,d26201b8-5601-4c6c-aef1-cc5c48943ec3,RAM,16GB
bf7b3700-de49-4497-88c5-22b02df68f56,d26201b8-5601-4c6c-aef1-cc5c48943ec3,Storage,1TB SSD
1f08b26a-6ad5-45ca-84f8-e9a135687c7f,d26201b8-5601-4c6c-aef1-cc5c48943ec3,Operating System,Windows 11 Home
8dadb4f1-f029-4caf-9b3d-67027849c059,d26201b8-5601-4c6c-aef1-cc5c48943ec3,Display,"14"" FHD IPS"
2f0d67fe-079c-49c7-99de-4c3da7763826,15d57fa5-6653-4047-b2ae-24536d2a3a9b,Processor,AMD Ryzen 7 5800H
1dea8687-988d-4600-937b-48b478d4caa9,15d57fa5-6653-4047-b2ae-24536d2a3a9b,Graphics Card,NVIDIA GeForce RTX 3050 Ti
b19e742d-3873-499d-958c-4ec0eb3c7610,15d57fa5-6653-4047-b2ae-24536d2a3a9b,RAM,16GB
4142698d-afda-4a4d-b38b-b1f60aaa08a1,15d57fa5-6653-4047-b2ae-24536d2a3a9b,Storage,1TB SSD
fd70e94d-a956-432b-ba2e-5613399de62e,15d57fa5-6653-4047-b2ae-24536d2a3a9b,Operating System,Windows 11 Home
9eb797f8-be07-40eb-bcc9-f4d054848c66,15d57fa5-6653-4047-b2ae-24536d2a3a9b,Display,"14"" FHD IPS"
ad2f0169-cfe4-42f7-88d6-109b4a8873ab,3548f50f-15a7-4102-9a99-5ddbc016f9ff,Processor,AMD Ryzen 3 5300U
7fb983ac-3d43-467d-b645-7d0b81649f86,3548f50f-15a7-4102-9a99-5ddbc016f9ff,Graphics Card,AMD Radeon Graphics
0c6f4059-3552-49b4-91f8-c60bfbccb186,3548f50f-15a7-4102-9a99-5ddbc016f9ff,RAM,8GB
8a29d555-88f6-4b54-919e-1b7c56c148e7,3548f50f-15a7-4102-9a99-5ddbc016f9ff,Storage,512GB SSD
a8fafe72-28a5-447b-9e04-0b6b886857a2,3548f50f-15a7-4102-9a99-5ddbc016f9ff,Operating System,Windows 11 Home
a4ad2c4c-6933-4da5-ac05-4f3dd07073b7,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Processor,Intel Core i5-1235U
f03bdc6b-1094-434d-8763-58ea9a554ea9,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Graphics Card,AMD Radeon Graphics
2036b01e-d5d6-4846-ad1f-2bcb5b3af2e5,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,RAM,8GB
d7ddb0d3-8697-426a-b01b-9b652a7e2bd7,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Storage,512GB SSD
b96e1859-6eb2-494d-a6f2-34994d643860,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Operating System,Windows 11 Home
ef34b0bf-77b4-46e1-9486-095a9611f274,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Display,"15.6"" FHD 144Hz"
7c492d50-3f7b-4900-ad39-5f6158b75f4d,780a700c-3fe0-47c5-a374-628493679d24,Processor,AMD Ryzen 5 5500U
133352c0-89df-45bd-ba8d-1b0f30c45d9e,780a700c-3fe0-47c5-a374-628493679d24,Graphics Card,AMD Radeon Graphics
158d5930-141d-4693-b230-9036a798a138,780a700c-3fe0-47c5-a374-628493679d24,RAM,8GB
494d62a3-cfee-4281-8304-3e1644501c84,780a700c-3fe0-47c5-a374-628493679d24,Storage,512GB SSD
ea34fe70-b526-4c76-a582-984810bdb645,780a700c-3fe0-47c5-a374-628493679d24,Operating System,Windows 11 Home
e43428d5-0bcf-47a8-966a-917baff711d7,780a700c-3fe0-47c5-a374-628493679d24,Display,"14"" FHD IPS"
ae9ecb34-0875-4f00-9bef-4bc12e41d5fc,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Processor,Intel Core i3-1115G4
c345ce58-ce73-4d26-aeda-760d59688696,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Graphics Card,Intel UHD Graphics
44d02da0-cb9c-43c3-81dd-1f6dda4182dc,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,RAM,8GB
25fbb45c-ab20-46ef-895e-20a05abca60b,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Storage,512GB SSD
91edb896-67f2-4ba2-8269-e5986bb05c67,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Operating System,Windows 11 Home
3ec3cda7-f38b-465f-9a2c-6ab0ea1dd7b8,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Display,"14"" FHD IPS"
c488a759-e440-46d2-ba0c-75d27e842c65,6600a5da-25e8-4a3e-85d0-a521d05f710c,Processor,AMD Ryzen 9 6900HX
6df8a9ad-7bc3-45cd-918f-2da987581622,6600a5da-25e8-4a3e-85d0-a521d05f710c,Graphics Card,NVIDIA GeForce RTX 4070
beb2a113-2c2b-4d08-bf59-1be6c217f28a,6600a5da-25e8-4a3e-85d0-a521d05f710c,RAM,16GB
f67178d7-fe65-4a6a-8c5c-d51ccdaca837,6600a5da-25e8-4a3e-85d0-a521d05f710c,Storage,1TB SSD
35581709-48b7-4592-a3c7-ffae8f318797,6600a5da-25e8-4a3e-85d0-a521d05f710c,Operating System,Windows 11 Home
0ce3a091-efdf-4cd1-94ad-11c3f892c096,6600a5da-25e8-4a3e-85d0-a521d05f710c,Display,"15.6"" FHD 144Hz"
2723dc60-5634-4e20-a1ae-adb1b9c1fa4c,cf721fa6-b864-4c97-9f6a-a786bb8eea72,Processor,AMD Ryzen 9 6900HX
37d64ec1-0537-4965-bac0-34d61284f621,cf721fa6-b864-4c97-9f6a-a786bb8eea72,Graphics Card,NVIDIA GeForce RTX 4070
8f704023-889f-4d51-9add-443c33b3d188,cf721fa6-b864-4c97-9f6a-a786bb8eea72,RAM,32GB
ee5c8736-eb34-43c4-bc2c-1922d34f5970,cf721fa6-b864-4c97-9f6a-a786bb8eea72,Storage,1TB SSD
9ea5a12b-b380-443f-926c-ba7466a384b9,cf721fa6-b864-4c97-9f6a-a786bb8eea72,Operating System,Windows 11 Home
fa13a6e2-f8ad-4a68-9539-37b992942e51,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Processor,AMD Ryzen 5 5600H
8fb29bbc-99e3-49cf-8a0d-9af531b561e2,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Graphics Card,NVIDIA GeForce GTX 1650
96cf3b00-66a6-4c39-9e57-540e6f4b64c7,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,RAM,16GB
c9cbae85-34aa-464b-9908-e0026401dab5,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Storage,1TB SSD
82aa85db-0b3d-41ee-963b-925b0d135536,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Operating System,Windows 11 Home
4d32f206-eff3-49fb-80d1-1680d1b262d3,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Display,"14"" FHD IPS"
60865070-da8b-4258-8737-a072c953c8fd,66017ea1-c1f2-475e-8e3f-c37e720d5a82,Processor,Intel Core i7-13700H
aeab08e4-20f7-413b-b5ec-6dc7559748f5,66017ea1-c1f2-475e-8e3f-c37e720d5a82,Graphics Card,NVIDIA GeForce RTX 4060
5bc1ba98-97a0-4780-a09e-a1db50c8f65e,66017ea1-c1f2-475e-8e3f-c37e720d5a82,RAM,32GB
24cace78-3e14-4588-9c4d-52cdb5931fa0,66017ea1-c1f2-475e-8e3f-c37e720d5a82,Storage,1TB SSD
56ecbe02-f12a-4788-b984-e4af7f4771bf,66017ea1-c1f2-475e-8e3f-c37e720d5a82,Operating System,Windows 11 Home
d8874feb-625d-4a12-be80-ff2e801dccd4,66017ea1-c1f2-475e-8e3f-c37e720d5a82,Display,"15.6"" FHD IPS"
72744a3f-eaab-45a5-85f8-f3a284b30448,b97f8925-d13c-4930-9da7-47eff99871d2,Processor,AMD Ryzen 7 5800H
2e4addde-44fe-4ae7-b6f5-2f787f685971,b97f8925-d13c-4930-9da7-47eff99871d2,Graphics Card,NVIDIA GeForce RTX 3050
cfebb53a-2a46-4143-b51f-3a06ec3e1acb,b97f8925-d13c-4930-9da7-47eff99871d2,RAM,16GB
4b75dbc0-80e5-49d3-b0d1-f4c83f98c451,b97f8925-d13c-4930-9da7-47eff99871d2,Storage,1TB SSD
854cfd2d-90f3-4f64-b085-10685dd6760a,b97f8925-d13c-4930-9da7-47eff99871d2,Operating System,Windows 11 Home
76589265-61f6-45ce-b36d-6530f657dc43,b97f8925-d13c-4930-9da7-47eff99871d2,Display,"15.6"" FHD IPS"
53ac0896-71bc-4122-af4f-4c6aaca756b8,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Processor,AMD Ryzen 7 5800H
21b9ce3a-fdf6-434d-9677-da4464c42134,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Graphics Card,NVIDIA GeForce RTX 3050 Ti
edff8330-ffed-4da2-9985-8a9c60e13786,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,RAM,16GB
3ad329c4-d204-4ccb-92d3-14104c8f9d2f,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Storage,1TB SSD
2086f6f3-5cd6-4e9e-a803-d6c7278fb459,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Operating System,Windows 11 Home
14d53065-4de5-4ed4-9e1e-5417b1129463,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Display,"15.6"" FHD 144Hz"
1d5a56e2-c05b-4343-8ea2-d32a468e1641,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Processor,AMD Ryzen 3 5300U
dac4fd11-24bf-4070-8e98-13a69f487b09,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Graphics Card,AMD Radeon Graphics
95814d48-bc2c-4b3d-aff9-dcca177b89b0,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,RAM,8GB
9c18e946-be73-4368-bb1b-f78bcc37a18f,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Storage,512GB SSD
4de9fc89-38e3-4934-a173-26df0ac571d0,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Operating System,Windows 11 Home
fb79316e-f4eb-42b9-9bd4-2f6bc4af259e,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Display,"15.6"" FHD 144Hz"
0b1383fd-547f-4c21-9dcd-1c76c1468f94,31b0125f-61cb-4fb2-bfc5-596cb1d17b05,Processor,Intel Core i5-12450H
fe22e8cd-ffcc-4015-aa7a-cd72d6349092,31b0125f-61cb-4fb2-bfc5-596cb1d17b05,Graphics Card,NVIDIA GeForce RTX 3050 Ti
d3e6d55e-e338-4199-bf49-f153578ee10e,31b0125f-61cb-4fb2-bfc5-596cb1d17b05,RAM,16GB
1233e587-9bf1-4481-9aef-16c0c6fb0e20,31b0125f-61cb-4fb2-bfc5-596cb1d17b05,Storage,1TB SSD
4d30b5bd-36de-44df-ab03-7d7dd5cbeb7c,31b0125f-61cb-4fb2-bfc5-596cb1d17b05,Operating System,Windows 11 Home
259c3f9b-ac44-48c1-89e9-7648ea736f46,88afeb1a-ab70-495c-b099-6973f8f9aebc,Processor,AMD Ryzen 5 5500U
aae931de-b589-4292-b0e2-818643b43407,88afeb1a-ab70-495c-b099-6973f8f9aebc,Graphics Card,Intel Iris Xe Graphics
79e82b3d-c466-4abd-9aa7-0863a2d576dd,88afeb1a-ab70-495c-b099-6973f8f9aebc,RAM,8GB
7cd20f00-b129-41c7-b7b3-51b157516ea3,88afeb1a-ab70-495c-b099-6973f8f9aebc,Storage,512GB SSD
587e6cde-0132-4e6e-b83f-1d6838d021a7,88afeb1a-ab70-495c-b099-6973f8f9aebc,Operating System,Windows 11 Home
b50c937d-a1d3-48d7-8c3f-869af5096f55,88afeb1a-ab70-495c-b099-6973f8f9aebc,Display,"15.6"" FHD IPS"
310d308c-c97e-4ac9-90b6-c830f9897e5b,69451717-4072-4ae6-827d-d7e9242a711c,Processor,Intel Core i5-12500H
ad47c2ec-de76-42db-8b06-f727305a2e0d,69451717-4072-4ae6-827d-d7e9242a711c,Graphics Card,NVIDIA GeForce GTX 1650
9baa3165-d64a-40d2-b6c4-d7aace2dbad2,69451717-4072-4ae6-827d-d7e9242a711c,RAM,16GB
af08bbc9-eb81-4b71-bf24-623458f18118,69451717-4072-4ae6-827d-d7e9242a711c,Storage,1TB SSD
22211a82-8adf-47e7-a5d5-0d9f1cb6e196,69451717-4072-4ae6-827d-d7e9242a711c,Operating System,Windows 11 Home
f515ba8a-a25d-4e5c-b4f8-0bee6ebcc004,69451717-4072-4ae6-827d-d7e9242a711c,Display,"15.6"" FHD IPS"
a2993302-6828-47f5-aadb-8b8bd0ec9bfa,4d091d9c-e5b9-4c66-9f72-72052d5d99a2,Processor,Intel Core i5-1235U
b8dcf5d8-1918-4bec-a753-7fa9648d96ce,4d091d9c-e5b9-4c66-9f72-72052d5d99a2,Graphics Card,Intel UHD Graphics
7dd27046-8c93-4091-9874-65103abbb010,4d091d9c-e5b9-4c66-9f72-72052d5d99a2,RAM,8GB
6a0b26a1-d08e-453c-a566-63fe499b0f10,4d091d9c-e5b9-4c66-9f72-72052d5d99a2,Storage,512GB SSD
ee7b64c8-4074-48d1-9a92-177a706a7350,4d091d9c-e5b9-4c66-9f72-72052d5d99a2,Operating System,Windows 11 Home
8c2c9820-21f7-4959-92c5-eaff55402a9f,4d1b44d0-f52f-4508-abfc-7519ef2e3098,Processor,Intel Core i5-12500H
22c97cb1-7bf4-43ce-9877-a240f6a23388,4d1b44d0-f52f-4508-abfc-7519ef2e3098,Graphics Card,NVIDIA GeForce RTX 3050 Ti
c5b7e383-5dcd-48bc-8cc2-1b3e2ef1db85,4d1b44d0-f52f-4508-abfc-7519ef2e3098,RAM,16GB
8ac00870-b40a-4fa6-9fb2-feeefe4921a9,4d1b44d0-f52f-4508-abfc-7519ef2e3098,Storage,1TB SSD
97f9dc21-67b8-490f-b097-0ec535e51185,4d1b44d0-f52f-4508-abfc-7519ef2e3098,Operating System,Windows 11 Home
bd8ba7ad-e617-4086-83e4-27042e8ae1f1,e054f9c4-fd60-4959-89e6-e9947436a214,Processor,AMD Ryzen 5 5500U
6c3d56b6-5a49-478d-954d-6c5c4f4b4bae,e054f9c4-fd60-4959-89e6-e9947436a214,Graphics Card,AMD Radeon Graphics
9bb03cc4-a29c-4ed2-ab0e-e76af2244613,e054f9c4-fd60-4959-89e6-e9947436a214,RAM,8GB
4e642788-db19-4d67-86c8-30897f52a7fa,e054f9c4-fd60-4959-89e6-e9947436a214,Storage,512GB SSD
aed76918-b65b-4ff7-a9e4-5f88963d877b,e054f9c4-fd60-4959-89e6-e9947436a214,Operating System,Windows 11 Home
2b9fc93b-0c46-4caa-b3c7-680d92c27416,e054f9c4-fd60-4959-89e6-e9947436a214,Display,"15.6"" FHD 144Hz"
ba62c6dd-4349-4e58-b734-5e15d1aecfba,b332cb7f-34b7-4386-ac3e-2a7e9d43cd3a,Processor,Intel Core i5-1235U
3f38ca08-5727-43ba-954b-66af10d86d1a,b332cb7f-34b7-4386-ac3e-2a7e9d43cd3a,Graphics Card,Intel UHD Graphics
09a376a1-cbb2-429e-8758-3912dfcbd3a4,b332cb7f-34b7-4386-ac3e-2a7e9d43cd3a,RAM,8GB
