id,product_id,vendor,price,affiliate_url
f2c26861-5f89-4381-a41c-23731af1bdcc,fce701fd-bdf2-43f7-bdaf-1fee6334f22b,Amazon,90812,https://www.amazon.in/s?k=ASUS%20VivoBook%2016GB%201TB%20SSD&tag=yourtag-21
939835ad-9889-434e-8732-d6528d4d0355,fce701fd-bdf2-43f7-bdaf-1fee6334f22b,Flipkart,89854,https://www.flipkart.com/search?q=ASUS%20VivoBook%2016GB%201TB%20SSD
5b39dd85-e42a-4c9d-b98b-0a4eb1966789,d26201b8-5601-4c6c-aef1-cc5c48943ec3,Amazon,87304,https://www.amazon.in/s?k=Lenovo%20ThinkPad%2016GB%201TB%20SSD&tag=yourtag-21
6103d161-092e-468c-9315-8fad7a8970ab,d26201b8-5601-4c6c-aef1-cc5c48943ec3,Flipkart,88096,https://www.flipkart.com/search?q=Lenovo%20ThinkPad%2016GB%201TB%20SSD
43c17538-f19d-4cb3-a556-3851481ec539,15d57fa5-6653-4047-b2ae-24536d2a3a9b,Amazon,65704,https://www.amazon.in/s?k=Infinix%20X1%2016GB%201TB%20SSD&tag=yourtag-21
9360aa71-fee2-4470-9300-46ef82d1fa76,15d57fa5-6653-4047-b2ae-24536d2a3a9b,Flipkart,65263,https://www.flipkart.com/search?q=Infinix%20X1%2016GB%201TB%20SSD
697a5587-de22-457a-94c5-4e16f026aee0,3548f50f-15a7-4102-9a99-5ddbc016f9ff,Amazon,45262,https://www.amazon.in/s?k=Zebronics%20Zeb-Ace%208GB%20512GB%20SSD&tag=yourtag-21
4a249923-df52-40d7-a97a-c4bf27c002ad,3548f50f-15a7-4102-9a99-5ddbc016f9ff,Flipkart,44010,https://www.flipkart.com/search?q=Zebronics%20Zeb-Ace%208GB%20512GB%20SSD
1a85b21e-5a99-4dee-8471-95c9da170bb3,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Amazon,53956,https://www.amazon.in/s?k=Samsung%20Galaxy%20Book%208GB%20512GB%20SSD&tag=yourtag-21
eaf8d60f-294f-42a0-b431-76bab9120171,52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Flipkart,52768,https://www.flipkart.com/search?q=Samsung%20Galaxy%20Book%208GB%20512GB%20SSD
2177d019-daa5-4853-b4da-b09ea03868a5,780a700c-3fe0-47c5-a374-628493679d24,Amazon,56488,https://www.amazon.in/s?k=Ant%20Esports%20ANT%20Pro%208GB%20512GB%20SSD&tag=yourtag-21
5ab4258a-1339-46c3-ada5-c40bc935c7b4,780a700c-3fe0-47c5-a374-628493679d24,Flipkart,56312,https://www.flipkart.com/search?q=Ant%20Esports%20ANT%20Pro%208GB%20512GB%20SSD
4072ff62-1e62-47fb-b19b-708c92def98f,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Amazon,46845,https://www.amazon.in/s?k=Acer%20Aspire%205%208GB%20512GB%20SSD&tag=yourtag-21
b83f782a-537a-45e9-b9ff-5c521fbe967a,5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Flipkart,46933,https://www.flipkart.com/search?q=Acer%20Aspire%205%208GB%20512GB%20SSD
1beeb036-f7ee-43ce-9272-dbee65a85dc6,6600a5da-25e8-4a3e-85d0-a521d05f710c,Amazon,144182,https://www.amazon.in/s?k=Ant%20Esports%20ANT%20Gaming%2016GB%201TB%20SSD&tag=yourtag-21
7aa21581-c5a8-4a29-8215-ce06059b2625,6600a5da-25e8-4a3e-85d0-a521d05f710c,Flipkart,143359,https://www.flipkart.com/search?q=Ant%20Esports%20ANT%20Gaming%2016GB%201TB%20SSD
0d482001-0b71-4f3a-a3be-7b31944bd92e,cf721fa6-b864-4c97-9f6a-a786bb8eea72,Amazon,154758,https://www.amazon.in/s?k=MSI%20Pulse%2032GB%201TB%20SSD&tag=yourtag-21
07bf7812-43ec-4321-983d-04e84074de49,cf721fa6-b864-4c97-9f6a-a786bb8eea72,Flipkart,154089,https://www.flipkart.com/search?q=MSI%20Pulse%2032GB%201TB%20SSD
086e96f9-cd2e-45f6-a7c7-eeacfa4197f4,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Amazon,64269,https://www.amazon.in/s?k=Infinix%20INBOOK%2016GB%201TB%20SSD&tag=yourtag-21
abdd9e30-4256-43d9-9f49-01be7508ab13,e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Flipkart,65077,https://www.flipkart.com/search?q=Infinix%20INBOOK%2016GB%201TB%20SSD
b6f17b64-342e-49ca-9513-b4e0f95aee18,66017ea1-c1f2-475e-8e3f-c37e720d5a82,Amazon,173756,https://www.amazon.in/s?k=Zebronics%20Zeb-Ace%2032GB%201TB%20SSD&tag=yourtag-21
fdd63405-472e-442c-8cf0-ac1f75e41f7b,66017ea1-c1f2-475e-8e3f-c37e720d5a82,Flipkart,174390,https://www.flipkart.com/search?q=Zebronics%20Zeb-Ace%2032GB%201TB%20SSD
ee168d10-7f6e-4022-9e78-8c1c0994a9c5,b97f8925-d13c-4930-9da7-47eff99871d2,Amazon,80120,https://www.amazon.in/s?k=MSI%20GF63%20Thin%2016GB%201TB%20SSD&tag=yourtag-21
b9617529-1f72-4854-8c19-716e00e8f9ab,b97f8925-d13c-4930-9da7-47eff99871d2,Flipkart,80186,https://www.flipkart.com/search?q=MSI%20GF63%20Thin%2016GB%201TB%20SSD
31ece83a-65d2-4d17-9a83-db73f0edc7bc,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Amazon,74112,https://www.amazon.in/s?k=Samsung%20Galaxy%20Book%2016GB%201TB%20SSD&tag=yourtag-21
30505030-8c26-4f8f-8de3-9cc88e65ba77,5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Flipkart,73840,https://www.flipkart.com/search?q=Samsung%20Galaxy%20Book%2016GB%201TB%20SSD
da0b8150-eae3-4306-8396-5568bc9276a7,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Amazon,52357,https://www.amazon.in/s?k=Lenovo%20ThinkPad%208GB%20512GB%20SSD&tag=yourtag-21
3dc479e3-34bb-4700-848b-a5b7690af507,d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Flipkart,51966,https://www.flipkart.com/search?q=Lenovo%20ThinkPad%208GB%20512GB%20SSD
c893bacc-e402-400e-9648-a2fc5d12ebfa,31b0125f-61cb-4fb2-bfc5-596cb1d17b05,Amazon,70099,https://www.amazon.in/s?k=Lenovo%20Legion%2016GB%201TB%20SSD&tag=yourtag-21
aa1bddcd-ce01-4540-b5dc-be5fc4f3193c,31b0125f-61cb-4fb2-bfc5-596cb1d17b05,Flipkart,69830,https://www.flipkart.com/search?q=Lenovo%20Legion%2016GB%201TB%20SSD
368cbc7d-e2f2-4d00-a5ab-a48bee467512,88afeb1a-ab70-495c-b099-6973f8f9aebc,Amazon,32342,https://www.amazon.in/s?k=Ant%20Esports%20ANT%20PC%208GB%20512GB%20SSD&tag=yourtag-21
f709fec4-b624-4347-b435-7e4dc167a7d5,88afeb1a-ab70-495c-b099-6973f8f9aebc,Flipkart,31937,https://www.flipkart.com/search?q=Ant%20Esports%20ANT%20PC%208GB%20512GB%20SSD
e208a6d8-80cc-43cb-b406-e7b1e3dfb359,69451717-4072-4ae6-827d-d7e9242a711c,Amazon,112179,https://www.amazon.in/s?k=Infinix%20X1%2016GB%201TB%20SSD&tag=yourtag-21
3ba3a350-3748-4038-8b5a-ebefb22a43f3,69451717-4072-4ae6-827d-d7e9242a711c,Flipkart,112294,https://www.flipkart.com/search?q=Infinix%20X1%2016GB%201TB%20SSD
6895d0c0-bcf8-47a4-88dc-ce823682e110,4d091d9c-e5b9-4c66-9f72-72052d5d99a2,Amazon,32604,https://www.amazon.in/s?k=MSI%20Sword%208GB%20512GB%20SSD&tag=yourtag-21
d58dd577-ee33-4a64-af6d-e3adcdd90180,4d091d9c-e5b9-4c66-9f72-72052d5d99a2,Flipkart,33691,https://www.flipkart.com/search?q=MSI%20Sword%208GB%20512GB%20SSD
6681f331-0bd3-4b75-b4d4-c9c219bf5423,4d1b44d0-f52f-4508-abfc-7519ef2e3098,Amazon,80839,https://www.amazon.in/s?k=Ant%20Esports%20ANT%20PC%2016GB%201TB%20SSD&tag=yourtag-21
29c202bb-0789-4d3a-8413-6c84f56a0796,4d1b44d0-f52f-4508-abfc-7519ef2e3098,Flipkart,80107,https://www.flipkart.com/search?q=Ant%20Esports%20ANT%20PC%2016GB%201TB%20SSD
e7230b1e-440d-4f9c-8192-62eb0ddc30bf,e054f9c4-fd60-4959-89e6-e9947436a214,Amazon,37279,https://www.amazon.in/s?k=HP%20Victus%208GB%20512GB%20SSD&tag=yourtag-21
b1f67b1c-a93e-426f-a159-ddaf73342c61,e054f9c4-fd60-4959-89e6-e9947436a214,Flipkart,37746,https://www.flipkart.com/search?q=HP%20Victus%208GB%20512GB%20SSD
d67f3ab5-4175-4e19-a06a-4ea2e46b8297,b332cb7f-34b7-4386-ac3e-2a7e9d43cd3a,Amazon,47346,https://www.amazon.in/s?k=ASUS%20TUF%20Gaming%20A15%208GB%20512GB%20SSD&tag=yourtag-21
2ce16323-37ba-46b1-9f4d-b5b58f2919f4,b332cb7f-34b7-4386-ac3e-2a7e9d43cd3a,Flipkart,47612,https://www.flipkart.com/search?q=ASUS%20TUF%20Gaming%20A15%208GB%20512GB%20SSD
e92699f7-91d0-4e9d-9574-0fa4241c8771,32263db4-7ad9-4f6f-b65f-32bed5fbeabe,Amazon,41019,https://www.amazon.in/s?k=MSI%20GF63%20Thin%208GB%20512GB%20SSD&tag=yourtag-21
28915a17-b0a6-4dc9-8200-012aaedd32cb,32263db4-7ad9-4f6f-b65f-32bed5fbeabe,Flipkart,41019,https://www.flipkart.com/search?q=MSI%20GF63%20Thin%208GB%20512GB%20SSD
77e20c63-0942-4abe-bc34-0b6eb3537582,53501f10-449d-4d8f-8d61-e8b7fac66c12,Amazon,72975,https://www.amazon.in/s?k=Infinix%20ZERO%2016GB%201TB%20SSD&tag=yourtag-21
8762da93-4f86-44a1-9ef1-82a5b74cd937,53501f10-449d-4d8f-8d61-e8b7fac66c12,Flipkart,73112,https://www.flipkart.com/search?q=Infinix%20ZERO%2016GB%201TB%20SSD
9efe0f82-dd94-40cf-bc1d-e500617c4815,6cd0e0e5-7a96-4b00-a587-684ea26c3524,Amazon,44867,https://www.amazon.in/s?k=Dell%20G15%208GB%20512GB%20SSD&tag=yourtag-21
b6240ce4-69a1-4a26-9714-166d087d5adb,6cd0e0e5-7a96-4b00-a587-684ea26c3524,Flipkart,44818,https://www.flipkart.com/search?q=Dell%20G15%208GB%20512GB%20SSD
8444be01-10f0-4021-9b32-1ee4cf112b20,202fee87-1d61-437e-a309-f1b8bfb037ff,Amazon,44091,https://www.amazon.in/s?k=Ant%20Esports%20ANT%20Gaming%208GB%20512GB%20SSD&tag=yourtag-21
d5cd4104-10b6-4b02-a333-196b02474166,202fee87-1d61-437e-a309-f1b8bfb037ff,Flipkart,44755,https://www.flipkart.com/search?q=Ant%20Esports%20ANT%20Gaming%208GB%20512GB%20SSD
1f69f512-4707-4746-aae6-fde3973af436,dcf781f8-5fb8-4d58-9320-a92df876090e,Amazon,88138,https://www.amazon.in/s?k=Zebronics%20Zeb-Pro%2016GB%201TB%20SSD&tag=yourtag-21
7e249fd6-09c3-4a45-ae6c-055ff8e12cca,dcf781f8-5fb8-4d58-9320-a92df876090e,Flipkart,88239,https://www.flipkart.com/search?q=Zebronics%20Zeb-Pro%2016GB%201TB%20SSD
a16f65ee-516e-4e98-bfc2-a5855aebb709,5e3cff4e-127e-4c37-a0eb-6eead40afdc2,Amazon,78208,https://www.amazon.in/s?k=Lenovo%20IdeaPad%2016GB%201TB%20SSD&tag=yourtag-21
65ed103b-734e-4b5d-85ad-288cc7b30419,5e3cff4e-127e-4c37-a0eb-6eead40afdc2,Flipkart,78283,https://www.flipkart.com/search?q=Lenovo%20IdeaPad%2016GB%201TB%20SSD
3c541ac9-7a01-4fe8-9b27-d315c6904d85,e6f5492a-56c9-4cb4-b3c4-4b1dbce9d564,Amazon,47367,https://www.amazon.in/s?k=Acer%20Aspire%205%208GB%20512GB%20SSD&tag=yourtag-21
0a3b3146-5a15-4c3b-a152-21a4a4e1348c,e6f5492a-56c9-4cb4-b3c4-4b1dbce9d564,Flipkart,47488,https://www.flipkart.com/search?q=Acer%20Aspire%205%208GB%20512GB%20SSD
208a4b3f-71ca-475b-9864-5318135dfce0,35316128-42db-4081-bd90-844558e9ad71,Amazon,133313,https://www.amazon.in/s?k=Lenovo%20LOQ%2016GB%201TB%20SSD&tag=yourtag-21
77bec20f-f64d-4815-9fb2-615ac815a6c1,35316128-42db-4081-bd90-844558e9ad71,Flipkart,133916,https://www.flipkart.com/search?q=Lenovo%20LOQ%2016GB%201TB%20SSD
7b04ec8b-3313-47ad-8a8b-834b0d36bf31,340d05a0-7d2d-47fc-b8cf-c5f12b46842c,Amazon,58931,https://www.amazon.in/s?k=Dell%20XPS%208GB%20512GB%20SSD&tag=yourtag-21
94cdab88-088b-4b81-bee9-7aa7b657738a,340d05a0-7d2d-47fc-b8cf-c5f12b46842c,Flipkart,59066,https://www.flipkart.com/search?q=Dell%20XPS%208GB%20512GB%20SSD
2b60a697-4857-4f54-a3ae-cc313c2bc0e5,cb7a4db8-ecc8-4b87-9cf8-a80cca0be3cf,Amazon,78820,https://www.amazon.in/s?k=Lenovo%20IdeaPad%2016GB%201TB%20SSD&tag=yourtag-21
3b73d899-8cae-4a3c-9989-9701c0396ec9,cb7a4db8-ecc8-4b87-9cf8-a80cca0be3cf,Flipkart,78133,https://www.flipkart.com/search?q=Lenovo%20IdeaPad%2016GB%201TB%20SSD
026c7688-ff4d-4905-bccd-1cd557379f37,5aa2d880-a9c2-4fed-a959-ab0daaa9f5c1,Amazon,71720,https://www.amazon.in/s?k=Zebronics%20Zeb-Pro%2016GB%201TB%20SSD&tag=yourtag-21
f72f713b-9b71-4ec2-bb5f-fb7b6a85f247,5aa2d880-a9c2-4fed-a959-ab0daaa9f5c1,Flipkart,72007,https://www.flipkart.com/search?q=Zebronics%20Zeb-Pro%2016GB%201TB%20SSD
bd9ae7ec-000b-4a37-95c0-10417f929f59,69621f5a-8ffe-4664-a775-546410ceeef3,Amazon,41693,https://www.amazon.in/s?k=Ant%20Esports%20ANT%20Pro%208GB%20512GB%20SSD&tag=yourtag-21
0b972872-39f4-41ab-9264-2fc6bfe6ee4c,69621f5a-8ffe-4664-a775-546410ceeef3,Flipkart,41067,https://www.flipkart.com/search?q=Ant%20Esports%20ANT%20Pro%208GB%20512GB%20SSD
f179b330-5f07-44a4-a24c-1b7076345873,11e23e56-0782-46d7-9a4d-45ef2ad8ad04,Amazon,60819,https://www.amazon.in/s?k=Lenovo%20IdeaPad%2016GB%201TB%20SSD&tag=yourtag-21
33ef3741-87ed-434a-87db-705a901d9953,11e23e56-0782-46d7-9a4d-45ef2ad8ad04,Flipkart,62115,https://www.flipkart.com/search?q=Lenovo%20IdeaPad%2016GB%201TB%20SSD
404bd266-e4d3-428c-a763-5ec802145dee,151aa8d8-e851-4217-a9f8-20e29f8c5e68,Amazon,110233,https://www.amazon.in/s?k=ASUS%20VivoBook%2016GB%201TB%20SSD&tag=yourtag-21
dbd34a53-0365-4676-b5cc-6f0383fe19c4,151aa8d8-e851-4217-a9f8-20e29f8c5e68,Flipkart,110238,https://www.flipkart.com/search?q=ASUS%20VivoBook%2016GB%201TB%20SSD
622869ec-b627-45bb-b95a-970d2e38c224,5c3d044a-a51d-4989-844d-2501717e3b6e,Amazon,43403,https://www.amazon.in/s?k=Infinix%20INBOOK%208GB%20512GB%20SSD&tag=yourtag-21
01f7218a-a7e0-4b44-ad64-da396ca55251,5c3d044a-a51d-4989-844d-2501717e3b6e,Flipkart,44450,https://www.flipkart.com/search?q=Infinix%20INBOOK%208GB%20512GB%20SSD
4d2d5f2c-b3d5-4cf0-814a-5a0dd534dfca,ce30d87c-d93f-4932-adc1-420ae115b474,Amazon,40782,https://www.amazon.in/s?k=Gigabyte%20G7%208GB%20512GB%20SSD&tag=yourtag-21
ca21f45d-e673-4d55-a3c3-3b6a8843e4d7,ce30d87c-d93f-4932-adc1-420ae115b474,Flipkart,41829,https://www.flipkart.com/search?q=Gigabyte%20G7%208GB%20512GB%20SSD
39150c0a-7aba-48e1-a35d-e4636a6fab0b,80e0120b-89d9-456e-bf3a-44e27744173b,Amazon,62650,https://www.amazon.in/s?k=Gigabyte%20Aorus%2016GB%201TB%20SSD&tag=yourtag-21
d118417c-cf64-4505-bf26-d14799f179bf,80e0120b-89d9-456e-bf3a-44e27744173b,Flipkart,62684,https://www.flipkart.com/search?q=Gigabyte%20Aorus%2016GB%201TB%20SSD
71c5175c-ea2b-4afc-95d4-5a3d5e4c58d7,eb84c91f-b672-47eb-9e9f-dcc5706397b0,Amazon,93088,https://www.amazon.in/s?k=Gigabyte%20G5%2016GB%201TB%20SSD&tag=yourtag-21
e227d84f-7feb-4839-8a77-fa86b8e6ab6b,eb84c91f-b672-47eb-9e9f-dcc5706397b0,Flipkart,93409,https://www.flipkart.com/search?q=Gigabyte%20G5%2016GB%201TB%20SSD
27a8f55f-e871-445c-a99f-c00c8a442662,51ddf931-42e1-4f56-8394-f7c15e84e830,Amazon,71815,https://www.amazon.in/s?k=Ant%20Esports%20ANT%20Pro%2016GB%201TB%20SSD&tag=yourtag-21
5730ad9a-a0d4-4ac8-a81c-65acb0cc019d,51ddf931-42e1-4f56-8394-f7c15e84e830,Flipkart,73120,https://www.flipkart.com/search?q=Ant%20Esports%20ANT%20Pro%2016GB%201TB%20SSD
bba6cbde-abef-4e1c-90cc-6e39d593789d,5e9ebbb6-58fe-420c-bc97-3e99eafce999,Amazon,122829,https://www.amazon.in/s?k=Zebronics%20Zeb-Pro%2016GB%201TB%20SSD&tag=yourtag-21
90f05fe1-121c-454a-9123-fcadd939d04e,5e9ebbb6-58fe-420c-bc97-3e99eafce999,Flipkart,121633,https://www.flipkart.com/search?q=Zebronics%20Zeb-Pro%2016GB%201TB%20SSD
1765214b-6c03-4b25-b9a4-a3f2d591e733,31363562-b867-4708-aa85-47b37fb6de7c,Amazon,83808,https://www.amazon.in/s?k=Samsung%20Odyssey%2016GB%201TB%20SSD&tag=yourtag-21
19199d3d-a57d-44f4-bb5c-ea98a80587d5,31363562-b867-4708-aa85-47b37fb6de7c,Flipkart,84108,https://www.flipkart.com/search?q=Samsung%20Odyssey%2016GB%201TB%20SSD
07ecd661-f0f4-49b6-91da-cefaf71bea55,23c89de5-3cbe-42f2-993e-6886347e9192,Amazon,57318,https://www.amazon.in/s?k=HP%20Envy%208GB%20512GB%20SSD&tag=yourtag-21
b4ef1441-738a-4a7b-a285-a010ca5336af,23c89de5-3cbe-42f2-993e-6886347e9192,Flipkart,56556,https://www.flipkart.com/search?q=HP%20Envy%208GB%20512GB%20SSD
6f67a305-d1c2-4a97-81aa-6fb6d47d8708,1c45b134-26e5-4a40-b59f-d763e1771d72,Amazon,68169,https://www.amazon.in/s?k=Acer%20Predator%2016GB%201TB%20SSD&tag=yourtag-21
06edc4e1-44a9-4cad-af44-0791ea932122,1c45b134-26e5-4a40-b59f-d763e1771d72,Flipkart,69283,https://www.flipkart.com/search?q=Acer%20Predator%2016GB%201TB%20SSD
67beea95-fdfa-4d18-9611-7bdc31d0693f,91a40029-df92-4ee6-acb2-37847123361d,Amazon,94911,https://www.amazon.in/s?k=HP%20Omen%2016GB%201TB%20SSD&tag=yourtag-21
a5b3597e-f5d9-4b5a-ae95-a2ab1871c16b,91a40029-df92-4ee6-acb2-37847123361d,Flipkart,95192,https://www.flipkart.com/search?q=HP%20Omen%2016GB%201TB%20SSD
4ce8bba8-02cc-487e-85e1-a3372013cb8f,8049ef53-8e83-4b7d-9943-f07c1a7eb6a4,Amazon,51444,https://www.amazon.in/s?k=Samsung%20Odyssey%208GB%20512GB%20SSD&tag=yourtag-21
0b15637b-1c21-41dd-8b62-7291388f55eb,8049ef53-8e83-4b7d-9943-f07c1a7eb6a4,Flipkart,49998,https://www.flipkart.com/search?q=Samsung%20Odyssey%208GB%20512GB%20SSD
ccb42b4d-8027-4c2e-86af-73c4205a47cc,767eaa77-3426-4a3c-9140-251b8ef2fb41,Amazon,90181,https://www.amazon.in/s?k=ASUS%20TUF%20Gaming%20A15%2016GB%201TB%20SSD&tag=yourtag-21
6ce8b642-8076-4cb0-8590-096116f21208,767eaa77-3426-4a3c-9140-251b8ef2fb41,Flipkart,90062,https://www.flipkart.com/search?q=ASUS%20TUF%20Gaming%20A15%2016GB%201TB%20SSD
d7343839-df5d-4cc2-9545-db2131e31bd3,eb7336da-5fca-4ef0-aee7-1be56b0c4fd1,Amazon,40125,https://www.amazon.in/s?k=Acer%20Nitro%205%208GB%20512GB%20SSD&tag=yourtag-21
0199d85d-d987-490e-9ad1-cb7659c2189c,eb7336da-5fca-4ef0-aee7-1be56b0c4fd1,Flipkart,39782,https://www.flipkart.com/search?q=Acer%20Nitro%205%208GB%20512GB%20SSD
25ffdc80-8d85-4425-afc5-bc331ccb87b4,e84c22c9-b9e0-40c3-9271-c05e9b416404,Amazon,38338,https://www.amazon.in/s?k=Lenovo%20LOQ%208GB%20512GB%20SSD&tag=yourtag-21
77528bc4-94c1-4c74-9830-52f3f032ee65,e84c22c9-b9e0-40c3-9271-c05e9b416404,Flipkart,38925,https://www.flipkart.com/search?q=Lenovo%20LOQ%208GB%20512GB%20SSD
dddaac48-bcb6-4fec-ac2e-e8c858e7cb38,eb8c80ee-b652-4e03-9bbd-9c16b6e00f6c,Amazon,71605,https://www.amazon.in/s?k=ASUS%20ROG%20Strix%2016GB%201TB%20SSD&tag=yourtag-21
