id,title,slug,brand,category,use_case,description,price_min,price_max,image_url,is_featured,is_active
9dc2e27b-d966-4fd2-b666-9160ad4bb2ea,HP Envy 16GB 1TB SSD,hp-envy-16gb-1tb-ssd-c2d6c9,HP,Laptop,Mixed Use,"The HP Envy 16GB 1TB SSD is a Laptop from HP for Mixed Use. Features Intel Core i5-12500H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",77048,77645,https://picsum.photos/seed/hp-laptop/600/400,false,true
b5703bed-a4b6-42e6-818b-83adef2bc39b,Acer Swift 16GB 1TB SSD,acer-swift-16gb-1tb-ssd-f1d971,Acer,Laptop,Mixed Use,"The Acer Swift 16GB 1TB SSD is a Laptop from Acer for Mixed Use. Features Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD storage.",65573,67716,https://picsum.photos/seed/acer-laptop/600/400,false,true
caacfec0-625d-4993-81f9-01a66510ea1d,MSI GF63 Thin 16GB 1TB SSD,msi-gf63-thin-16gb-1tb-ssd-23979d,MSI,Laptop,Student,"The MSI GF63 Thin 16GB 1TB SSD is a Laptop from MSI for Student. Features Intel Core i5-12500H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",64209,65598,https://picsum.photos/seed/msi-laptop/600/400,false,true
ecbe74cf-1b6f-4c34-88f7-9ca759cc9d77,Dell XPS 16GB 1TB SSD,dell-xps-16gb-1tb-ssd-5d1e72,Dell,Laptop,Programming,"The Dell XPS 16GB 1TB SSD is a Laptop from Dell for Programming. Features AMD Ryzen 5 5600H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",113834,115830,https://picsum.photos/seed/dell-laptop/600/400,false,true
fce701fd-bdf2-43f7-bdaf-1fee6334f22b,ASUS VivoBook 16GB 1TB SSD,asus-vivobook-16gb-1tb-ssd-1e9eef,ASUS,Prebuilt PC,Mixed Use,"The ASUS VivoBook 16GB 1TB SSD is a Prebuilt PC from ASUS for Mixed Use. Features AMD Ryzen 7 5800H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",89672,91921,https://picsum.photos/seed/asus-prebuilt-pc/600/400,true,true
d26201b8-5601-4c6c-aef1-cc5c48943ec3,Lenovo ThinkPad 16GB 1TB SSD,lenovo-thinkpad-16gb-1tb-ssd-58d5bb,Lenovo,Laptop,Programming,"The Lenovo ThinkPad 16GB 1TB SSD is a Laptop from Lenovo for Programming. Features Intel Core i5-12500H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD storage.",86709,88425,https://picsum.photos/seed/lenovo-laptop/600/400,false,true
15d57fa5-6653-4047-b2ae-24536d2a3a9b,Infinix X1 16GB 1TB SSD,infinix-x1-16gb-1tb-ssd-39e7c3,Infinix,Laptop,Programming,"The Infinix X1 16GB 1TB SSD is a Laptop from Infinix for Programming. Features AMD Ryzen 7 5800H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",65157,66425,https://picsum.photos/seed/infinix-laptop/600/400,false,true
3548f50f-15a7-4102-9a99-5ddbc016f9ff,Zebronics Zeb-Ace 8GB 512GB SSD,zebronics-zeb-ace-8gb-512gb-ssd-f0368a,Zebronics,Prebuilt PC,Student,"The Zebronics Zeb-Ace 8GB 512GB SSD is a Prebuilt PC from Zebronics for Student. Features AMD Ryzen 3 5300U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",43904,46702,https://picsum.photos/seed/zebronics-prebuilt-pc/600/400,false,true
52b3ca98-fc76-4672-bbc2-cb1c097e6fdc,Samsung Galaxy Book 8GB 512GB SSD,samsung-galaxy-book-8gb-512gb-ssd-352516,Samsung,Laptop,Student,"The Samsung Galaxy Book 8GB 512GB SSD is a Laptop from Samsung for Student. Features Intel Core i5-1235U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",52604,53691,https://picsum.photos/seed/samsung-laptop/600/400,false,true
780a700c-3fe0-47c5-a374-628493679d24,Ant Esports ANT Pro 8GB 512GB SSD,ant-esports-ant-pro-8gb-512gb-ssd-c5030c,Ant Esports,Laptop,Office,"The Ant Esports ANT Pro 8GB 512GB SSD is a Laptop from Ant Esports for Office. Features AMD Ryzen 5 5500U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",55994,58502,https://picsum.photos/seed/ant-esports-laptop/600/400,true,true
5e6384c0-1ec4-4b3c-b9bd-ad4779e8c9dc,Acer Aspire 5 8GB 512GB SSD,acer-aspire-5-8gb-512gb-ssd-98c52f,Acer,Laptop,Mixed Use,"The Acer Aspire 5 8GB 512GB SSD is a Laptop from Acer for Mixed Use. Features Intel Core i3-1115G4, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",46719,48932,https://picsum.photos/seed/acer-laptop/600/400,false,true
6600a5da-25e8-4a3e-85d0-a521d05f710c,Ant Esports ANT Gaming 16GB 1TB SSD,ant-esports-ant-gaming-16gb-1tb-ssd-c62270,Ant Esports,Laptop,Streaming,"The Ant Esports ANT Gaming 16GB 1TB SSD is a Laptop from Ant Esports for Streaming. Features AMD Ryzen 9 6900HX, NVIDIA GeForce RTX 4070, 16GB RAM, 1TB SSD storage.",143193,143614,https://picsum.photos/seed/ant-esports-laptop/600/400,true,true
cf721fa6-b864-4c97-9f6a-a786bb8eea72,MSI Pulse 32GB 1TB SSD,msi-pulse-32gb-1tb-ssd-a5903c,MSI,Prebuilt PC,Content Creation,"The MSI Pulse 32GB 1TB SSD is a Prebuilt PC from MSI for Content Creation. Features AMD Ryzen 9 6900HX, NVIDIA GeForce RTX 4070, 32GB RAM, 1TB SSD storage.",153308,156274,https://picsum.photos/seed/msi-prebuilt-pc/600/400,false,true
e2d7f7d0-297b-43d1-bba0-0417c27e01ad,Infinix INBOOK 16GB 1TB SSD,infinix-inbook-16gb-1tb-ssd-6204f5,Infinix,Laptop,Programming,"The Infinix INBOOK 16GB 1TB SSD is a Laptop from Infinix for Programming. Features AMD Ryzen 5 5600H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",64147,64307,https://picsum.photos/seed/infinix-laptop/600/400,false,true
66017ea1-c1f2-475e-8e3f-c37e720d5a82,Zebronics Zeb-Ace 32GB 1TB SSD,zebronics-zeb-ace-32gb-1tb-ssd-65d9c2,Zebronics,Laptop,Editing,"The Zebronics Zeb-Ace 32GB 1TB SSD is a Laptop from Zebronics for Editing. Features Intel Core i7-13700H, NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD storage.",173738,176491,https://picsum.photos/seed/zebronics-laptop/600/400,false,true
b97f8925-d13c-4930-9da7-47eff99871d2,MSI GF63 Thin 16GB 1TB SSD,msi-gf63-thin-16gb-1tb-ssd-4e846a,MSI,Laptop,Student,"The MSI GF63 Thin 16GB 1TB SSD is a Laptop from MSI for Student. Features AMD Ryzen 7 5800H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD storage.",78915,80400,https://picsum.photos/seed/msi-laptop/600/400,false,true
5e1b6a91-6bb8-4ea1-9a64-4f4d6115003b,Samsung Galaxy Book 16GB 1TB SSD,samsung-galaxy-book-16gb-1tb-ssd-86cfa5,Samsung,Laptop,Office,"The Samsung Galaxy Book 16GB 1TB SSD is a Laptop from Samsung for Office. Features AMD Ryzen 7 5800H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",73409,75872,https://picsum.photos/seed/samsung-laptop/600/400,false,true
d9b59cd7-1a4b-4d6b-b6a2-be66abefd67e,Lenovo ThinkPad 8GB 512GB SSD,lenovo-thinkpad-8gb-512gb-ssd-d18521,Lenovo,Laptop,Student,"The Lenovo ThinkPad 8GB 512GB SSD is a Laptop from Lenovo for Student. Features AMD Ryzen 3 5300U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",51380,53903,https://picsum.photos/seed/lenovo-laptop/600/400,true,true
31b0125f-61cb-4fb2-bfc5-596cb1d17b05,Lenovo Legion 16GB 1TB SSD,lenovo-legion-16gb-1tb-ssd-a4ba08,Lenovo,Prebuilt PC,Gaming,"The Lenovo Legion 16GB 1TB SSD is a Prebuilt PC from Lenovo for Gaming. Features Intel Core i5-12450H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",68819,71797,https://picsum.photos/seed/lenovo-prebuilt-pc/600/400,false,true
88afeb1a-ab70-495c-b099-6973f8f9aebc,Ant Esports ANT PC 8GB 512GB SSD,ant-esports-ant-pc-8gb-512gb-ssd-c76baf,Ant Esports,Laptop,Office,"The Ant Esports ANT PC 8GB 512GB SSD is a Laptop from Ant Esports for Office. Features AMD Ryzen 5 5500U, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD storage.",31414,31937,https://picsum.photos/seed/ant-esports-laptop/600/400,false,true
69451717-4072-4ae6-827d-d7e9242a711c,Infinix X1 16GB 1TB SSD,infinix-x1-16gb-1tb-ssd-a471ca,Infinix,Laptop,Gaming,"The Infinix X1 16GB 1TB SSD is a Laptop from Infinix for Gaming. Features Intel Core i5-12500H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",111097,111520,https://picsum.photos/seed/infinix-laptop/600/400,true,true
4d091d9c-e5b9-4c66-9f72-72052d5d99a2,MSI Sword 8GB 512GB SSD,msi-sword-8gb-512gb-ssd-530579,MSI,Prebuilt PC,Mixed Use,"The MSI Sword 8GB 512GB SSD is a Prebuilt PC from MSI for Mixed Use. Features Intel Core i5-1235U, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",32538,33429,https://picsum.photos/seed/msi-prebuilt-pc/600/400,false,true
4d1b44d0-f52f-4508-abfc-7519ef2e3098,Ant Esports ANT PC 16GB 1TB SSD,ant-esports-ant-pc-16gb-1tb-ssd-ab6c3e,Ant Esports,Prebuilt PC,Student,"The Ant Esports ANT PC 16GB 1TB SSD is a Prebuilt PC from Ant Esports for Student. Features Intel Core i5-12500H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",79880,82430,https://picsum.photos/seed/ant-esports-prebuilt-pc/600/400,false,true
e054f9c4-fd60-4959-89e6-e9947436a214,HP Victus 8GB 512GB SSD,hp-victus-8gb-512gb-ssd-e8a631,HP,Laptop,Mixed Use,"The HP Victus 8GB 512GB SSD is a Laptop from HP for Mixed Use. Features AMD Ryzen 5 5500U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",36470,38773,https://picsum.photos/seed/hp-laptop/600/400,false,true
b332cb7f-34b7-4386-ac3e-2a7e9d43cd3a,ASUS TUF Gaming A15 8GB 512GB SSD,asus-tuf-gaming-a15-8gb-512gb-ssd-4727e8,ASUS,Prebuilt PC,Mixed Use,"The ASUS TUF Gaming A15 8GB 512GB SSD is a Prebuilt PC from ASUS for Mixed Use. Features Intel Core i5-1235U, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",46580,46654,https://picsum.photos/seed/asus-prebuilt-pc/600/400,false,true
32263db4-7ad9-4f6f-b65f-32bed5fbeabe,MSI GF63 Thin 8GB 512GB SSD,msi-gf63-thin-8gb-512gb-ssd-069294,MSI,Laptop,Office,"The MSI GF63 Thin 8GB 512GB SSD is a Laptop from MSI for Office. Features Intel Core i5-1235U, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",40264,41698,https://picsum.photos/seed/msi-laptop/600/400,false,true
53501f10-449d-4d8f-8d61-e8b7fac66c12,Infinix ZERO 16GB 1TB SSD,infinix-zero-16gb-1tb-ssd-0e2c64,Infinix,Prebuilt PC,Student,"The Infinix ZERO 16GB 1TB SSD is a Prebuilt PC from Infinix for Student. Features AMD Ryzen 5 6600H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD storage.",72519,74364,https://picsum.photos/seed/infinix-prebuilt-pc/600/400,false,true
6cd0e0e5-7a96-4b00-a587-684ea26c3524,Dell G15 8GB 512GB SSD,dell-g15-8gb-512gb-ssd-39ae15,Dell,Laptop,Student,"The Dell G15 8GB 512GB SSD is a Laptop from Dell for Student. Features Intel Core i3-1215U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",44243,44901,https://picsum.photos/seed/dell-laptop/600/400,false,true
202fee87-1d61-437e-a309-f1b8bfb037ff,Ant Esports ANT Gaming 8GB 512GB SSD,ant-esports-ant-gaming-8gb-512gb-ssd-9a557e,Ant Esports,Prebuilt PC,Office,"The Ant Esports ANT Gaming 8GB 512GB SSD is a Prebuilt PC from Ant Esports for Office. Features Intel Core i3-1215U, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD storage.",43561,43683,https://picsum.photos/seed/ant-esports-prebuilt-pc/600/400,false,true
dcf781f8-5fb8-4d58-9320-a92df876090e,Zebronics Zeb-Pro 16GB 1TB SSD,zebronics-zeb-pro-16gb-1tb-ssd-7a44f6,Zebronics,Laptop,Mixed Use,"The Zebronics Zeb-Pro 16GB 1TB SSD is a Laptop from Zebronics for Mixed Use. Features AMD Ryzen 7 5800H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",87980,90178,https://picsum.photos/seed/zebronics-laptop/600/400,false,true
5e3cff4e-127e-4c37-a0eb-6eead40afdc2,Lenovo IdeaPad 16GB 1TB SSD,lenovo-ideapad-16gb-1tb-ssd-576e6e,Lenovo,Laptop,Programming,"The Lenovo IdeaPad 16GB 1TB SSD is a Laptop from Lenovo for Programming. Features Intel Core i5-12450H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",77193,79495,https://picsum.photos/seed/lenovo-laptop/600/400,false,true
e6f5492a-56c9-4cb4-b3c4-4b1dbce9d564,Acer Aspire 5 8GB 512GB SSD,acer-aspire-5-8gb-512gb-ssd-3c612d,Acer,Laptop,Mixed Use,"The Acer Aspire 5 8GB 512GB SSD is a Laptop from Acer for Mixed Use. Features AMD Ryzen 3 5300U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",47257,50054,https://picsum.photos/seed/acer-laptop/600/400,false,true
35316128-42db-4081-bd90-844558e9ad71,Lenovo LOQ 16GB 1TB SSD,lenovo-loq-16gb-1tb-ssd-9ff61f,Lenovo,Laptop,Streaming,"The Lenovo LOQ 16GB 1TB SSD is a Laptop from Lenovo for Streaming. Features Intel Core i7-13700H, NVIDIA GeForce RTX 4060, 16GB RAM, 1TB SSD storage.",132655,133231,https://picsum.photos/seed/lenovo-laptop/600/400,true,true
340d05a0-7d2d-47fc-b8cf-c5f12b46842c,Dell XPS 8GB 512GB SSD,dell-xps-8gb-512gb-ssd-6e9ca6,Dell,Prebuilt PC,Student,"The Dell XPS 8GB 512GB SSD is a Prebuilt PC from Dell for Student. Features Intel Core i5-1235U, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",58067,60011,https://picsum.photos/seed/dell-prebuilt-pc/600/400,false,true
cb7a4db8-ecc8-4b87-9cf8-a80cca0be3cf,Lenovo IdeaPad 16GB 1TB SSD,lenovo-ideapad-16gb-1tb-ssd-9c93da,Lenovo,Prebuilt PC,Mixed Use,"The Lenovo IdeaPad 16GB 1TB SSD is a Prebuilt PC from Lenovo for Mixed Use. Features AMD Ryzen 5 5600H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",77749,80249,https://picsum.photos/seed/lenovo-prebuilt-pc/600/400,false,true
5aa2d880-a9c2-4fed-a959-ab0daaa9f5c1,Zebronics Zeb-Pro 16GB 1TB SSD,zebronics-zeb-pro-16gb-1tb-ssd-2d30b5,Zebronics,Laptop,Programming,"The Zebronics Zeb-Pro 16GB 1TB SSD is a Laptop from Zebronics for Programming. Features Intel Core i5-12500H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",71621,71626,https://picsum.photos/seed/zebronics-laptop/600/400,false,true
69621f5a-8ffe-4664-a775-546410ceeef3,Ant Esports ANT Pro 8GB 512GB SSD,ant-esports-ant-pro-8gb-512gb-ssd-24a922,Ant Esports,Laptop,Mixed Use,"The Ant Esports ANT Pro 8GB 512GB SSD is a Laptop from Ant Esports for Mixed Use. Features AMD Ryzen 5 5500U, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD storage.",41042,43368,https://picsum.photos/seed/ant-esports-laptop/600/400,false,true
11e23e56-0782-46d7-9a4d-45ef2ad8ad04,Lenovo IdeaPad 16GB 1TB SSD,lenovo-ideapad-16gb-1tb-ssd-245708,Lenovo,Laptop,Programming,"The Lenovo IdeaPad 16GB 1TB SSD is a Laptop from Lenovo for Programming. Features Intel Core i5-12500H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",60652,63020,https://picsum.photos/seed/lenovo-laptop/600/400,false,true
151aa8d8-e851-4217-a9f8-20e29f8c5e68,ASUS VivoBook 16GB 1TB SSD,asus-vivobook-16gb-1tb-ssd-10cfce,ASUS,Laptop,Mixed Use,"The ASUS VivoBook 16GB 1TB SSD is a Laptop from ASUS for Mixed Use. Features Intel Core i5-12500H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",109284,109445,https://picsum.photos/seed/asus-laptop/600/400,true,true
5c3d044a-a51d-4989-844d-2501717e3b6e,Infinix INBOOK 8GB 512GB SSD,infinix-inbook-8gb-512gb-ssd-1ae3ce,Infinix,Laptop,Office,"The Infinix INBOOK 8GB 512GB SSD is a Laptop from Infinix for Office. Features AMD Ryzen 5 5500U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",43384,45648,https://picsum.photos/seed/infinix-laptop/600/400,false,true
ce30d87c-d93f-4932-adc1-420ae115b474,Gigabyte G7 8GB 512GB SSD,gigabyte-g7-8gb-512gb-ssd-82ead0,Gigabyte,Prebuilt PC,Office,"The Gigabyte G7 8GB 512GB SSD is a Prebuilt PC from Gigabyte for Office. Features Intel Core i5-1235U, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",40531,42603,https://picsum.photos/seed/gigabyte-prebuilt-pc/600/400,false,true
80e0120b-89d9-456e-bf3a-44e27744173b,Gigabyte Aorus 16GB 1TB SSD,gigabyte-aorus-16gb-1tb-ssd-ebca78,Gigabyte,Prebuilt PC,Programming,"The Gigabyte Aorus 16GB 1TB SSD is a Prebuilt PC from Gigabyte for Programming. Features AMD Ryzen 5 6600H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",61898,64400,https://picsum.photos/seed/gigabyte-prebuilt-pc/600/400,false,true
eb84c91f-b672-47eb-9e9f-dcc5706397b0,Gigabyte G5 16GB 1TB SSD,gigabyte-g5-16gb-1tb-ssd-c0e6f8,Gigabyte,Prebuilt PC,Mixed Use,"The Gigabyte G5 16GB 1TB SSD is a Prebuilt PC from Gigabyte for Mixed Use. Features AMD Ryzen 5 5600H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",92653,94085,https://picsum.photos/seed/gigabyte-prebuilt-pc/600/400,false,true
51ddf931-42e1-4f56-8394-f7c15e84e830,Ant Esports ANT Pro 16GB 1TB SSD,ant-esports-ant-pro-16gb-1tb-ssd-93d149,Ant Esports,Laptop,Programming,"The Ant Esports ANT Pro 16GB 1TB SSD is a Laptop from Ant Esports for Programming. Features AMD Ryzen 5 6600H, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD storage.",71770,72387,https://picsum.photos/seed/ant-esports-laptop/600/400,false,true
5e9ebbb6-58fe-420c-bc97-3e99eafce999,Zebronics Zeb-Pro 16GB 1TB SSD,zebronics-zeb-pro-16gb-1tb-ssd-b1331f,Zebronics,Laptop,Content Creation,"The Zebronics Zeb-Pro 16GB 1TB SSD is a Laptop from Zebronics for Content Creation. Features AMD Ryzen 9 6900HX, NVIDIA GeForce RTX 4060, 16GB RAM, 1TB SSD storage.",121415,121956,https://picsum.photos/seed/zebronics-laptop/600/400,true,true
31363562-b867-4708-aa85-47b37fb6de7c,Samsung Odyssey 16GB 1TB SSD,samsung-odyssey-16gb-1tb-ssd-71e3df,Samsung,Laptop,Student,"The Samsung Odyssey 16GB 1TB SSD is a Laptop from Samsung for Student. Features AMD Ryzen 5 6600H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD storage.",82645,85564,https://picsum.photos/seed/samsung-laptop/600/400,false,true
23c89de5-3cbe-42f2-993e-6886347e9192,HP Envy 8GB 512GB SSD,hp-envy-8gb-512gb-ssd-e4b509,HP,Laptop,Office,"The HP Envy 8GB 512GB SSD is a Laptop from HP for Office. Features Intel Core i3-1215U, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",56263,56440,https://picsum.photos/seed/hp-laptop/600/400,false,true
1c45b134-26e5-4a40-b59f-d763e1771d72,Acer Predator 16GB 1TB SSD,acer-predator-16gb-1tb-ssd-830b71,Acer,Laptop,Student,"The Acer Predator 16GB 1TB SSD is a Laptop from Acer for Student. Features AMD Ryzen 7 5800H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD storage.",67937,68213,https://picsum.photos/seed/acer-laptop/600/400,false,true
91a40029-df92-4ee6-acb2-37847123361d,HP Omen 16GB 1TB SSD,hp-omen-16gb-1tb-ssd-dce3b4,HP,Laptop,Gaming,"The HP Omen 16GB 1TB SSD is a Laptop from HP for Gaming. Features Intel Core i5-12500H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",94844,97634,https://picsum.photos/seed/hp-laptop/600/400,false,true
8049ef53-8e83-4b7d-9943-f07c1a7eb6a4,Samsung Odyssey 8GB 512GB SSD,samsung-odyssey-8gb-512gb-ssd-104840,Samsung,Prebuilt PC,Student,"The Samsung Odyssey 8GB 512GB SSD is a Prebuilt PC from Samsung for Student. Features Intel Core i3-1215U, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",49989,52389,https://picsum.photos/seed/samsung-prebuilt-pc/600/400,false,true
767eaa77-3426-4a3c-9140-251b8ef2fb41,ASUS TUF Gaming A15 16GB 1TB SSD,asus-tuf-gaming-a15-16gb-1tb-ssd-9aeaa2,ASUS,Laptop,Gaming,"The ASUS TUF Gaming A15 16GB 1TB SSD is a Laptop from ASUS for Gaming. Features Intel Core i5-12500H, NVIDIA GeForce GTX 1650, 16GB RAM, 1TB SSD storage.",89243,89743,https://picsum.photos/seed/asus-laptop/600/400,false,true
eb7336da-5fca-4ef0-aee7-1be56b0c4fd1,Acer Nitro 5 8GB 512GB SSD,acer-nitro-5-8gb-512gb-ssd-781f9c,Acer,Laptop,Office,"The Acer Nitro 5 8GB 512GB SSD is a Laptop from Acer for Office. Features Intel Core i5-1235U, Intel UHD Graphics, 8GB RAM, 512GB SSD storage.",38744,40181,https://picsum.photos/seed/acer-laptop/600/400,true,true
e84c22c9-b9e0-40c3-9271-c05e9b416404,Lenovo LOQ 8GB 512GB SSD,lenovo-loq-8gb-512gb-ssd-ff7be8,Lenovo,Laptop,Office,"The Lenovo LOQ 8GB 512GB SSD is a Laptop from Lenovo for Office. Features Intel Core i3-1115G4, AMD Radeon Graphics, 8GB RAM, 512GB SSD storage.",37990,38720,https://picsum.photos/seed/lenovo-laptop/600/400,false,true
